GEOID,2023-2028 Growth Rate: Population
210039202.0,0.009000000000000001
210039203.0,-0.0015
210039204.0,-0.0023
210039205.0,-0.004699999999999999
210039206.0,-0.0043
210350101.0,-0.0029
210350102.0,-0.005
210350103.01,0.0
210350103.03,-0.0009
210350103.04,0.0052
210350104.0,0.0131
210350105.0,-0.0014000000000000002
210350106.01,-0.0052
210350106.02,0.0034000000000000002
210350107.0,0.0
210350108.0,-0.006999999999999999
210472013.01,-0.0009
210472013.03,-0.0002
210472013.04,0.0021
210472014.0,-0.0034999999999999996
210472015.01,0.001
210472015.02,-0.0024
210472015.03,0.0
210479801.0,0.0
210539701.0,-0.0026
210539702.02,-0.0043
210539702.03,-0.0089
210539702.04,-0.0072
210579502.0,-0.011699999999999999
210759601.0,-0.0053
210759602.0,-0.0027
210830202.0,-0.0015
210830203.01,-0.0024
210830203.02,0.0028000000000000004
210830204.0,-0.0001
210830205.0,-0.0027
210830206.0,-0.0024
210830209.0,-0.0021
211059701.0,-0.006500000000000001
211419604.0,0.003
211419606.0,-0.0004
211719302.0,-0.003
211719303.0,0.0023
211719304.0,-0.0018
212139701.0,0.0103
212139702.0,-0.0018
212139704.01,0.017
212139704.02,-0.0024
212199503.0,-0.008199999999999999
212199504.0,-0.006999999999999999
212219702.02,0.0024
212219703.02,-0.0034000000000000002
212219801.0,0.0
212219802.0,0.0
470039501.0,0.0062
470039502.01,0.006999999999999999
470039502.02,0.0044
470039503.0,0.0013
470039504.01,0.0072
470039504.02,0.0137
470039505.0,0.0045000000000000005
470039506.0,0.0024
470039507.0,-0.0034999999999999996
470039508.0,0.0027
470059630.0,-0.0014000000000000002
470059631.0,-0.001
470059632.0,0.001
470059633.0,-0.0034000000000000002
470059634.0,-0.0017000000000000001
470079530.0,0.005
470079531.01,0.0052
470079531.02,0.0036
470079532.0,0.0026
470159601.0,0.005699999999999999
470159602.01,-0.0011
470159602.02,0.0063
470159603.0,0.0004
470179620.0,-0.0009
470179621.01,-0.0033
470179621.02,0.0021
470179622.01,-0.0025
470179622.02,-0.0021
470179623.0,0.0007000000000000001
470179624.0,0.0018
470179625.0,-0.0033
470179801.0,0.0
470210701.02,-0.0009
470210701.03,-0.0044
470210701.04,0.0083
470210702.01,0.0098
470210702.02,0.0098
470210702.03,0.006999999999999999
470210703.0,0.0002
470210704.01,0.0051
470210704.02,-0.0048
470239701.01,0.0106
470239701.02,0.0012
470239702.0,-0.0007000000000000001
470239703.01,-0.0007000000000000001
470239703.02,-0.0015
470279550.0,-0.0029
470279551.0,-0.0028000000000000004
470319701.0,0.005
470319702.01,-0.0006
470319702.02,0.0149
470319703.0,-0.0008
470319704.01,0.0125
470319704.02,0.009899999999999999
470319705.01,0.0024
470319705.02,0.0055000000000000005
470319706.0,0.0006
470319707.0,0.005699999999999999
470319708.01,0.0054
470319708.03,0.01
470319708.04,0.0137
470319709.0,-0.0004
470319710.01,0.013600000000000001
470319710.02,-0.0011
470319801.0,0.0
470339610.0,-0.0002
470339611.0,-0.0034999999999999996
470339614.0,-0.002
470359702.02,0.016200000000000003
470359703.01,0.0033
470359703.02,0.0106
470359704.02,0.0096
470359706.01,-0.0023
470359707.01,0.0084
470359707.02,0.0102
470370101.03,0.0037
470370101.04,-0.0075
470370101.05,-0.0025
470370101.06,0.02
470370102.01,-0.0034999999999999996
470370102.02,-0.006999999999999999
470370103.01,0.0048
470370103.02,0.0029
470370103.03,-0.0014000000000000002
470370104.01,0.0019
470370104.03,-0.0027
470370104.04,-0.0039000000000000003
470370105.01,0.0048
470370105.02,0.0029
470370106.01,0.0009
470370106.02,0.0025
470370107.01,0.0096
470370107.02,-0.0016
470370108.01,0.002
470370108.02,0.0286
470370109.01,-0.005699999999999999
470370109.03,0.030699999999999998
470370109.04,0.0007000000000000001
470370110.01,0.0033
470370110.02,-0.0067
470370111.0,-0.0058
470370112.0,0.0024
470370113.0,0.0691
470370114.0,0.0123
470370115.0,-0.0029
470370116.0,0.0104
470370117.0,-0.0013
470370118.0,0.0027
470370119.0,0.0049
470370121.0,-0.0069
470370122.0,-0.0026
470370126.0,-0.0077
470370127.01,0.0217
470370127.02,0.045
470370128.01,0.0013
470370128.02,0.0
470370130.01,0.2416
470370130.02,0.0
470370131.0,-0.0062
470370132.01,-0.0026
470370132.02,0.006500000000000001
470370133.0,0.0046
470370134.0,-0.0053
470370135.0,0.0576
470370136.0,0.0009
470370137.01,0.0008
470370137.02,0.11289999999999999
470370138.0,-0.006500000000000001
470370139.0,-0.0077
470370142.0,0.1024
470370143.0,0.0095
470370144.0,0.1189
470370148.0,0.0183
470370151.0,0.0022
470370152.0,0.0044
470370153.0,0.0159
470370154.01,-0.0078000000000000005
470370154.02,0.0236
470370154.04,-0.0037
470370154.05,-0.0062
470370155.01,0.0059
470370155.02,0.037200000000000004
470370156.09,0.011000000000000001
470370156.13,-0.0005
470370156.14,-0.006500000000000001
470370156.15,-0.0053
470370156.17,-0.0064
470370156.18,-0.0026
470370156.19,0.0
470370156.2,0.0179
470370156.22,0.0151
470370156.23,0.0018
470370156.24,-0.0042
470370156.25,-0.0017000000000000001
470370156.26,-0.0001
470370156.27,0.01
470370156.28,0.0108
470370156.29,0.0279
470370156.3,0.0055000000000000005
470370156.32,0.0028000000000000004
470370156.33,0.005600000000000001
470370156.34,0.013500000000000002
470370156.35,-0.006999999999999999
470370156.36,0.0072
470370156.37,-0.0058
470370157.0,-0.0075
470370158.04,-0.0017000000000000001
470370158.05,-0.0076
470370158.06,-0.0074
470370159.0,0.019299999999999998
470370160.0,0.048600000000000004
470370161.0,0.1564
470370162.0,0.07629999999999999
470370163.0,0.004
470370164.0,0.0091
470370165.0,0.0039000000000000003
470370166.0,-0.0062
470370167.0,-0.0025
470370168.0,0.0019
470370169.0,-0.004
470370170.0,-0.0029
470370171.0,-0.006999999999999999
470370172.0,0.049100000000000005
470370173.0,-0.0072
470370174.01,0.0027
470370174.02,-0.0024
470370175.0,0.0013
470370177.01,-0.0058
470370177.02,-0.0034000000000000002
470370178.0,-0.0029
470370179.01,-0.005
470370179.02,-0.0055000000000000005
470370180.0,-0.0064
470370181.01,0.0011
470370181.02,-0.005699999999999999
470370182.01,-0.0045000000000000005
470370182.03,-0.0079
470370182.04,-0.001
470370182.05,0.0014000000000000002
470370183.02,0.0077
470370183.03,0.0144
470370183.04,-0.006500000000000001
470370184.04,-0.0011
470370184.05,-0.0062
470370184.07,-0.0069
470370184.08,-0.0006
470370184.09,-0.0060999999999999995
470370184.1,0.0098
470370184.11,0.0443
470370184.12,-0.0043
470370185.0,-0.0051
470370186.01,-0.0059
470370186.02,-0.006
470370187.0,-0.0051
470370188.01,-0.0062
470370188.03,-0.0074
470370188.04,0.0053
470370189.01,-0.0055000000000000005
470370189.02,0.0036
470370189.04,-0.0001
470370189.05,0.0023
470370190.03,-0.0075
470370190.04,0.008
470370190.07,-0.0076
470370190.08,0.0025
470370191.05,0.0072
470370191.06,-0.0029
470370191.08,-0.0062
470370191.09,-0.0058
470370191.1,-0.0023
470370191.11,-0.003
470370191.12,0.0226
470370191.15,-0.0073
470370191.16,0.0151
470370191.17,0.10099999999999999
470370191.18,-0.0037
470370191.19,0.0067
470370191.2,0.015
470370191.21,0.0079
470370192.0,-0.0037
470370193.0,0.0919
470370194.01,0.0404
470370194.02,0.0788
470370195.01,0.069
470370195.02,0.1447
470370195.03,0.0708
470370196.0,-0.0053
470379801.0,0.0
470379802.0,0.0
470399550.01,-0.0043
470399550.03,0.0002
470399550.04,-0.0004
470399551.01,-0.0091
470399551.02,-0.0026
470419201.01,0.0046
470419201.02,0.0045000000000000005
470419202.01,0.0073
470419202.02,-0.0038
470419203.0,0.0063
470430601.0,0.0101
470430602.01,0.008199999999999999
470430602.02,0.0018
470430603.0,0.0038
470430604.01,0.0039000000000000003
470430604.02,0.0043
470430605.01,0.0008
470430605.02,-0.0013
470430606.01,0.0034000000000000002
470430606.02,0.0208
470430607.0,0.0012
470499650.0,0.0015
470499653.0,0.0103
470519601.0,0.0007000000000000001
470519602.01,0.011699999999999999
470519602.02,0.0013
470519603.0,0.0027
470519604.01,0.0003
470519604.02,0.013600000000000001
470519605.0,0.0011
470519606.0,0.0036
470519607.0,-0.0036
470519608.0,-0.0021
470539661.0,0.0011
470539662.0,-0.0060999999999999995
470539663.0,-0.0066
470539664.0,-0.0012
470539665.01,-0.0024
470539665.02,0.0012
470539666.0,-0.0051
470539667.01,-0.0017000000000000001
470539667.02,-0.0055000000000000005
470539668.0,-0.0055000000000000005
470539669.0,-0.0042
470539670.01,-0.0004
470539670.02,0.0113
470539671.0,0.0078000000000000005
470539673.0,-0.0062
470539674.0,-0.0048
470539801.0,0.0
470559201.0,0.0
470559202.0,0.0017000000000000001
470559203.01,0.0
470559203.02,-0.0025
470559204.0,0.0013
470559205.0,0.0017000000000000001
470559206.0,0.0043
470559207.0,-0.0021
470559208.0,0.0001
470619550.0,-0.0026
470619551.0,0.0044
470619552.0,-0.0012
470619553.0,0.005699999999999999
470650101.01,-0.001
470650101.03,0.0058
470650101.04,0.0098
470650102.01,0.0147
470650102.02,0.005699999999999999
470650103.03,0.003
470650103.04,-0.0025
470650103.05,-0.0028000000000000004
470650103.06,0.0022
470650103.08,0.0025
470650103.09,-0.0049
470650104.11,0.0063
470650104.12,-0.0001
470650104.13,-0.005600000000000001
470650104.31,0.0064
470650104.32,-0.0025
470650104.33,-0.0034000000000000002
470650104.34,-0.004699999999999999
470650104.35,0.0014000000000000002
470650105.01,-0.0014000000000000002
470650106.0,0.0007000000000000001
470650109.02,-0.0006
470650109.05,0.0127
470650110.01,-0.0034000000000000002
470650110.03,0.0079
470650110.04,-0.0003
470650111.0,-0.004699999999999999
470650112.05,0.0068000000000000005
470650114.13,0.0068000000000000005
470650114.47,-0.0005
470699501.0,-0.0068000000000000005
470699502.0,-0.0015
470699503.0,-0.003
470699504.0,-0.0034000000000000002
470699505.0,0.0
470699506.0,-0.006500000000000001
470719201.0,0.0062
470719202.0,0.0008
470719203.0,0.003
470719204.01,-0.002
470719204.02,-0.0005
470719205.01,0.0
470719206.0,-0.0013
470759301.0,-0.0025
470759305.0,-0.0004
470779750.0,-0.0044
470779751.0,-0.0003
470779752.0,-0.0003
470779753.01,0.0014000000000000002
470779753.02,0.0034999999999999996
470779754.0,-0.0017000000000000001
470779755.0,-0.0039000000000000003
470799690.01,0.0066
470799690.02,-0.0022
470799691.0,0.0034999999999999996
470799692.0,-0.003
470799693.0,0.0017000000000000001
470799694.0,-0.0024
470799695.01,-0.0013
470799695.02,-0.0015
470799696.01,-0.0031
470799696.02,-0.0028000000000000004
470799697.0,0.0023
470799698.0,-0.003
470819501.0,0.0002
470819502.01,0.0058
470819502.02,0.005699999999999999
470819503.01,-0.0027
470819503.02,0.0016
470819504.0,0.0070999999999999995
470819505.0,-0.0021
470831201.0,0.0055000000000000005
470831202.0,-0.0003
470831203.0,-0.0060999999999999995
470851301.0,0.0042
470851302.0,0.0077
470851303.0,-0.0043
470851304.0,-0.0026
470851305.0,-0.005699999999999999
470879601.0,0.005
470879602.0,-0.0040999999999999995
470879603.0,-0.0001
470879604.0,-0.0045000000000000005
470999601.0,0.016200000000000003
470999602.0,-0.0022
470999603.0,0.0049
470999604.01,0.0038
470999604.02,0.003
470999605.01,0.0007000000000000001
470999605.02,-0.0031
470999606.0,-0.002
470999607.0,-0.0005
470999608.0,0.004699999999999999
471019701.0,0.0079
471019702.0,0.0019
471039750.0,0.0026
471039751.0,0.0034999999999999996
471039752.0,0.006999999999999999
471039753.0,0.0038
471039754.0,-0.0012
471039755.0,0.0070999999999999995
471039757.0,-0.0009
471099301.0,0.0042
471099302.0,0.0003
471099303.0,-0.0015
471099304.0,-0.0009
471099305.01,-0.0031
471099305.02,-0.003
471099306.0,-0.0019
471099307.0,0.0002
471119701.0,0.005600000000000001
471119702.0,0.0068000000000000005
471119703.01,0.0036
471119703.02,0.0104
471119704.0,0.008199999999999999
471130001.0,0.0007000000000000001
471130002.0,-0.004699999999999999
471130003.0,-0.0023
471130004.0,-0.0022
471130005.0,-0.0011
471130006.0,-0.0033
471130007.0,0.0034999999999999996
471130008.0,-0.001
471130009.0,-0.0046
471130010.0,0.0045000000000000005
471130011.0,-0.0031
471130013.0,-0.0039000000000000003
471130014.01,-0.0037
471130014.02,0.0017000000000000001
471130015.01,-0.0044
471130015.02,0.0002
471130016.03,-0.0051
471130016.04,-0.0039000000000000003
471130016.05,-0.003
471130016.07,-0.0003
471130016.08,-0.0040999999999999995
471130016.09,-0.0043
471130016.1,0.0092
471130016.11,0.018000000000000002
471130016.12,-0.0031
471130017.0,-0.0031
471130018.0,-0.0046
471130019.0,-0.0036
471150501.01,-0.005600000000000001
471150501.02,-0.0021
471150502.03,-0.002
471150503.02,0.0046
471179550.0,0.0124
471179551.0,0.0059
471179552.0,0.0098
471179553.0,-0.0008
471179554.0,-0.0011
471179555.0,0.0083
471190101.0,0.0051
471190102.01,0.0393
471190102.03,0.0233
471190102.04,0.0148
471190102.05,0.12710000000000002
471190103.01,0.018600000000000002
471190103.02,0.0023
471190104.01,0.012
471190104.02,0.018500000000000003
471190105.0,0.0059
471190106.0,0.0021
471190107.0,0.0015
471190108.01,0.009300000000000001
471190108.02,0.005600000000000001
471190109.0,0.0011
471190110.01,0.0073
471190110.03,0.0053
471190110.04,0.0016
471190111.01,0.0032
471190111.02,0.0062
471190112.0,0.0105
471251001.0,0.0044
471251002.0,0.0109
471251003.0,0.0089
471251005.0,0.0037
471251006.01,0.0043
471251006.02,0.0029
471251008.0,0.0017000000000000001
471251009.0,0.011399999999999999
471251010.01,0.0032
471251010.02,0.020499999999999997
471251011.01,0.0116
471251011.02,0.0129
471251011.03,0.0028000000000000004
471251012.01,0.008199999999999999
471251012.02,0.018000000000000002
471251013.04,0.0168
471251013.05,0.0101
471251013.06,0.0196
471251013.07,0.015700000000000002
471251013.08,0.0115
471251013.09,0.0115
471251014.0,0.0025
471251015.01,0.0134
471251015.02,0.0064
471251016.0,0.0096
471251017.01,0.0026
471251017.02,0.0175
471251018.03,0.0098
471251018.05,0.0285
471251018.06,0.0171
471251018.07,0.0070999999999999995
471251018.08,0.036000000000000004
471251019.02,0.0144
471251019.04,0.018799999999999997
471251019.05,0.0063
471251019.06,0.0086
471251020.01,0.0222
471251020.03,0.0304
471251020.04,0.0209
471251020.05,0.0121
471251020.07,0.0315
471251020.08,0.012199999999999999
471251020.09,0.022799999999999997
471251020.1,0.023399999999999997
471251021.0,0.0123
471259801.0,0.0
471279301.0,0.0015
471279302.0,0.0040999999999999995
471319650.0,-0.0049
471319651.0,-0.0017000000000000001
471319654.0,-0.0038
471319655.0,-0.0032
471319656.0,-0.0011
471319657.0,-0.0021
471319658.0,-0.0034000000000000002
471319659.0,-0.0037
471339501.0,0.0064
471339502.0,-0.0034999999999999996
471339503.01,-0.0003
471339503.02,-0.004
471339504.0,0.0019
471339505.01,0.008
471339505.02,-0.0026
471339506.0,0.0102
471359301.0,0.009899999999999999
471359302.01,-0.0045000000000000005
471359302.02,0.0016
471379251.01,-0.0005
471379251.02,-0.0033
471410001.0,0.0118
471410002.01,0.0077
471410002.02,0.0078000000000000005
471410003.01,0.0036
471410003.03,-0.0026
471410003.04,0.0040999999999999995
471410003.05,0.0053
471410004.0,0.0021
471410005.0,0.0168
471410006.0,0.0034999999999999996
471410007.0,0.005
471410008.0,0.0059
471410009.0,0.004
471410010.0,0.0031
471410011.0,0.006999999999999999
471410012.01,0.0069
471410012.02,0.009899999999999999
471410013.0,-0.0027
471439752.0,0.0048
471439753.0,0.003
471439754.01,-0.0026
471470801.01,0.0016
471470801.03,0.0271
471470801.04,0.0009
471470802.0,-0.0040999999999999995
471470803.01,0.006
471470803.02,0.004
471470804.01,-0.0018
471470804.02,0.0025
471470805.0,0.0007000000000000001
471470806.03,-0.0006
471470806.04,0.006500000000000001
471470806.05,-0.0055000000000000005
471470806.06,-0.0032
471470807.01,0.0021
471470807.02,0.0264
471490401.01,0.018500000000000003
471490401.02,0.0070999999999999995
471490401.04,0.011200000000000002
471490401.05,0.0040999999999999995
471490401.06,0.0155
471490401.07,0.005600000000000001
471490402.0,0.004699999999999999
471490403.03,0.0049
471490403.04,0.0069
471490403.05,0.019799999999999998
471490403.07,0.013300000000000001
471490403.08,0.0137
471490403.09,0.0053
471490403.1,0.0147
471490403.11,0.0060999999999999995
471490403.12,0.0134
471490404.04,0.0043
471490404.05,0.0036
471490405.01,0.026699999999999998
471490405.02,0.0113
471490406.0,0.0055000000000000005
471490407.02,0.0212
471490407.03,0.0302
471490407.04,0.028399999999999998
471490408.06,0.0285
471490408.07,0.0495
471490408.08,0.0066
471490408.09,0.0374
471490408.1,0.013600000000000001
471490408.11,0.0317
471490408.12,0.0398
471490409.01,0.0084
471490409.04,0.0432
471490409.06,0.0046
471490409.07,0.0144
471490409.08,0.0123
471490409.09,0.0116
471490409.1,0.010700000000000001
471490409.11,0.0229
471490410.0,0.0105
471490411.02,0.0069
471490411.03,0.0149
471490411.04,0.0183
471490412.01,0.0176
471490412.02,0.0482
471490413.01,0.0074
471490413.02,0.0078000000000000005
471490414.01,0.0086
471490414.04,0.0102
471490414.05,0.0043
471490414.06,0.0144
471490414.07,0.0126
471490415.0,0.0002
471490416.01,0.0045000000000000005
471490416.02,0.0319
471490417.0,0.0129
471490418.0,0.004699999999999999
471490419.0,0.0101
471490420.0,0.0058
471490421.01,0.0206
471490421.02,0.0101
471490422.0,0.0363
471490423.01,0.008100000000000001
471490423.02,0.0028000000000000004
471530601.02,0.0134
471530601.03,0.0008
471530601.04,0.010700000000000001
471530602.0,0.0074
471599750.0,0.001
471599751.0,-0.0033
471599752.0,-0.0006
471599753.0,0.011200000000000002
471599754.0,-0.0015
471611102.01,0.0015
471611102.02,-0.003
471611106.0,-0.0029
471611107.0,0.0014000000000000002
471619801.0,0.0
471619802.0,0.0
471650201.01,0.0097
471650201.02,-0.0028000000000000004
471650202.03,-0.0023
471650202.04,0.0063
471650202.05,0.0036
471650202.06,0.0206
471650202.07,-0.0004
471650202.08,0.001
471650202.09,0.015700000000000002
471650203.0,-0.0014000000000000002
471650204.03,-0.0019
471650204.04,-0.0034000000000000002
471650204.05,0.0036
471650204.06,0.0040999999999999995
471650204.07,0.0109
471650205.01,0.0409
471650205.02,0.025099999999999997
471650205.03,0.052300000000000006
471650206.01,0.0049
471650206.02,0.0301
471650206.03,0.0029
471650207.0,0.0027
471650208.0,-0.0018
471650209.01,0.0034999999999999996
471650209.03,0.0026
471650209.04,-0.0003
471650209.05,0.0086
471650210.02,0.0068000000000000005
471650210.04,-0.0024
471650210.05,-0.0026
471650210.06,0.0032
471650210.07,0.006999999999999999
471650210.08,0.0409
471650210.09,0.0187
471650211.03,-0.0022
471650211.04,-0.0016
471650211.05,-0.0016
471650211.06,0.0087
471650211.07,0.0006
471650212.01,-0.0005
471650212.03,0.018600000000000002
471650212.04,-0.0012
471650212.05,0.011200000000000002
471690901.0,0.0046
471690902.0,0.011399999999999999
471759250.0,0.015
471759252.0,-0.0019
471779301.0,0.0063
471779302.01,0.0031
471779302.02,0.0023
471779303.0,0.0036
471779304.0,0.0009
471779305.0,-0.0014000000000000002
471779306.0,-0.0003
471779307.0,0.0067
471779308.0,-0.0011
471779309.0,0.004699999999999999
471819501.0,-0.0016
471819502.0,-0.0025
471819503.0,-0.0032
471819504.0,0.0051
471839680.0,-0.0034000000000000002
471839681.01,-0.0019
471839681.02,-0.0031
471839682.01,-0.0027
471839682.02,-0.0002
471839682.03,-0.0026
471839683.0,-0.0024
471839684.0,-0.002
471839685.0,-0.0009
471839686.0,-0.0029
471839687.0,-0.0021
471859350.0,0.0017000000000000001
471859351.0,0.011000000000000001
471859352.0,0.0052
471859353.0,-0.0004
471859354.0,-0.0022
471859355.0,0.005600000000000001
471870501.02,0.0146
471870501.03,0.011000000000000001
471870501.04,0.0023
471870501.05,0.0070999999999999995
471870502.04,0.0074
471870502.05,0.0098
471870502.06,0.011000000000000001
471870502.07,0.0132
471870502.09,0.006500000000000001
471870502.1,0.012199999999999999
471870502.11,0.0152
471870502.12,0.0088
471870503.03,0.0085
471870503.04,0.005699999999999999
471870503.05,0.0062
471870503.06,0.0127
471870503.07,0.016
471870504.03,0.0052
471870504.04,0.0073
471870504.05,0.1359
471870504.06,0.0078000000000000005
471870505.02,0.0254
471870505.03,0.008100000000000001
471870505.04,0.0235
471870506.01,0.0088
471870506.03,0.0103
471870506.04,0.0346
471870507.01,0.004699999999999999
471870507.02,0.0091
471870508.01,0.0126
471870508.02,0.0116
471870509.04,0.0060999999999999995
471870509.05,0.029500000000000002
471870509.06,0.009300000000000001
471870509.07,0.024399999999999998
471870509.08,0.0086
471870509.09,0.0040999999999999995
471870510.01,0.0385
471870510.02,0.012
471870511.0,0.032799999999999996
471870512.03,0.0115
471870512.04,0.0113
471870512.05,0.0124
471870512.06,0.011699999999999999
471870512.07,0.0166
471870512.08,0.0235
471890301.02,0.0087
471890301.03,0.010700000000000001
471890301.04,0.0159
471890301.05,0.0014000000000000002
471890302.02,0.0415
471890302.03,0.0236
471890302.05,0.01
471890302.06,0.0415
471890302.07,0.008199999999999999
471890303.03,-0.0062
471890303.04,0.027000000000000003
471890303.05,-0.0060999999999999995
471890303.08,0.0052
471890303.09,0.0015
471890303.1,0.0275
471890303.11,0.009000000000000001
471890304.01,-0.0033
471890304.02,0.0096
471890305.0,0.011399999999999999
471890306.0,-0.0052
471890307.0,0.0192
471890308.0,0.0008
471890309.04,-0.0014000000000000002
471890309.05,0.0042
471890309.06,0.0327
471890309.07,0.0501
471890309.08,-0.0001
471890310.0,-0.001
